,rank,name,vote
0,1,剑网3制作人郭炜炜,10322050
1,2,薇娅viyaaa,5467779
2,3,李佳琦Austin,5232526
3,4,李子柒,4596941
4,5,花少北,4043449
5,6,UziQAQ,4016783
6,7,一条小团团OvO,3928755
7,8,old先,3821169
8,9,iG_TheShy,3638814
9,10,韦神_GODV,3636631
10,11,国民老岳父公,3502127
11,12,雪梨Cherie,2878629
