,rank,name,vote
0,1,剑网3制作人郭炜炜,3419898
1,2,UziQAQ,1397656
2,3,李佳琦Austin,791408
3,4,薇娅viyaaa,778024
4,5,一条小团团OvO,699829
5,6,old先,543597
6,7,iG_TheShy,477459
7,8,韦神_GODV,461216
8,9,花少北,414674
9,10,烈儿宝贝,407514
10,11,雪梨Cherie,403219
11,12,JackeyLoveasdzz,390065
