,rank,name,vote
0,1,剑网3制作人郭炜炜,4642523
1,2,UziQAQ,1830973
2,3,薇娅viyaaa,1226110
3,4,李佳琦Austin,1222769
4,5,一条小团团OvO,1077525
5,6,李子柒,823397
6,7,韦神_GODV,816880
7,8,iG_TheShy,808694
8,9,雪梨Cherie,807490
9,10,花少北,761187
10,11,JackeyLoveasdzz,704081
11,12,烈儿宝贝,701245
