,rank,name,vote
0,1,剑网3制作人郭炜炜,9581232
1,2,李佳琦Austin,4468269
2,3,薇娅viyaaa,4430441
3,4,李子柒,3930752
4,5,一条小团团OvO,3406231
5,6,花少北,3392201
6,7,UziQAQ,3303873
7,8,old先,3296093
8,9,韦神_GODV,3137920
9,10,iG_TheShy,3118197
10,11,国民老岳父公,2956390
11,12,雪梨Cherie,2366723
