,rank,name,vote
0,1,剑网3制作人郭炜炜,10681440
1,2,薇娅viyaaa,5880516
2,3,李佳琦Austin,5608700
3,4,李子柒,4970606
4,5,UziQAQ,4477609
5,6,花少北,4397817
6,7,一条小团团OvO,4135197
7,8,old先,4007983
8,9,iG_TheShy,3793719
9,10,韦神_GODV,3769026
10,11,国民老岳父公,3672878
11,12,雪梨Cherie,3071010
