,rank,name,vote
0,1,剑网3制作人郭炜炜,8129403
1,2,李佳琦Austin,3206028
2,3,薇娅viyaaa,3056597
3,4,UziQAQ,2949718
4,5,李子柒,2773597
5,6,一条小团团OvO,2431204
6,7,花少北,2295204
7,8,韦神_GODV,2185412
8,9,old先,2166677
9,10,iG_TheShy,2140835
10,11,国民老岳父公,1886737
11,12,雪梨Cherie,1722574
