,rank,name,vote
0,1,剑网3制作人郭炜炜,9970259
1,2,薇娅viyaaa,4911053
2,3,李佳琦Austin,4858941
3,4,李子柒,4251234
4,5,花少北,3771445
5,6,一条小团团OvO,3712306
6,7,old先,3589984
7,8,UziQAQ,3544964
8,9,韦神_GODV,3418205
9,10,iG_TheShy,3407277
10,11,国民老岳父公,3266636
11,12,雪梨Cherie,2643199
