,rank,name,vote
0,1,剑网3制作人郭炜炜,9858828
1,2,薇娅viyaaa,4760567
2,3,李佳琦Austin,4740478
3,4,李子柒,4154823
4,5,花少北,3701144
5,6,一条小团团OvO,3663547
6,7,old先,3550702
7,8,UziQAQ,3448990
8,9,韦神_GODV,3365652
9,10,iG_TheShy,3351527
10,11,国民老岳父公,3199210
11,12,雪梨Cherie,2573760
