,rank,name,vote
0,1,剑网3制作人郭炜炜,10182635
1,2,薇娅viyaaa,5235513
2,3,李佳琦Austin,5082360
3,4,李子柒,4474998
4,5,花少北,3955823
5,6,UziQAQ,3895176
6,7,一条小团团OvO,3868753
7,8,old先,3771855
8,9,韦神_GODV,3612235
9,10,iG_TheShy,3603167
10,11,国民老岳父公,3461438
11,12,雪梨Cherie,2781627
