,rank,name,vote
0,1,剑网3制作人郭炜炜,9504098
1,2,薇娅viyaaa,4399466
2,3,李佳琦Austin,4397075
3,4,李子柒,3891711
4,5,一条小团团OvO,3373604
5,6,花少北,3361330
6,7,UziQAQ,3285589
7,8,old先,3270595
8,9,韦神_GODV,3122356
9,10,iG_TheShy,3103890
10,11,国民老岳父公,2930980
11,12,雪梨Cherie,2358365
