,rank,name,vote
0,1,剑网3制作人郭炜炜,1074090
1,2,UziQAQ,598223
2,3,李佳琦Austin,423981
3,4,一条小团团OvO,267966
4,5,薇娅viyaaa,246897
5,6,old先,239186
6,7,李子柒,214526
7,8,iG_TheShy,189764
8,9,韦神_GODV,154615
9,10,JackeyLoveasdzz,137570
10,11,朱婷,92227
11,12,花少北,84086
