,rank,name,vote
0,1,剑网3制作人郭炜炜,882852
1,2,UziQAQ,503398
2,3,李佳琦Austin,387990
3,4,一条小团团OvO,233791
4,5,薇娅viyaaa,212936
5,6,李子柒,196786
6,7,iG_TheShy,172543
7,8,old先,161176
8,9,韦神_GODV,136643
9,10,JackeyLoveasdzz,123661
10,11,朱婷,79585
11,12,王冰冰,73774
