,rank,name,vote
0,1,剑网3制作人郭炜炜,9607772
1,2,李佳琦Austin,4491736
2,3,薇娅viyaaa,4458095
3,4,李子柒,3959219
4,5,一条小团团OvO,3430093
5,6,花少北,3416284
6,7,UziQAQ,3324613
7,8,old先,3318327
8,9,韦神_GODV,3156411
9,10,iG_TheShy,3136646
10,11,国民老岳父公,2977290
11,12,雪梨Cherie,2396833
