,rank,name,vote
0,1,剑网3制作人郭炜炜,1403460
1,2,UziQAQ,691866
2,3,李佳琦Austin,464526
3,4,一条小团团OvO,309461
4,5,old先,278659
5,6,薇娅viyaaa,278604
6,7,李子柒,232101
7,8,iG_TheShy,210268
8,9,韦神_GODV,178957
9,10,JackeyLoveasdzz,152206
10,11,朱婷,103416
11,12,花少北,96729
