,rank,name,vote
0,1,剑网3制作人郭炜炜,10185835
1,2,薇娅viyaaa,5237282
2,3,李佳琦Austin,5084406
3,4,李子柒,4476363
4,5,花少北,3957818
5,6,UziQAQ,3896174
6,7,一条小团团OvO,3870415
7,8,old先,3772712
8,9,韦神_GODV,3612791
9,10,iG_TheShy,3603835
10,11,国民老岳父公,3462249
11,12,雪梨Cherie,2781663
