,rank,name,vote
0,1,剑网3制作人郭炜炜,3790088
1,2,UziQAQ,1573487
2,3,薇娅viyaaa,1096487
3,4,李佳琦Austin,1068001
4,5,一条小团团OvO,843736
5,6,李子柒,701767
6,7,iG_TheShy,601502
7,8,韦神_GODV,599217
8,9,old先,581769
9,10,花少北,544887
10,11,JackeyLoveasdzz,510163
11,12,烈儿宝贝,452590
