,rank,name,vote
0,1,剑网3制作人郭炜炜,1846491
1,2,UziQAQ,838222
2,3,李佳琦Austin,537544
3,4,薇娅viyaaa,396707
4,5,一条小团团OvO,376654
5,6,old先,368208
6,7,李子柒,268463
7,8,iG_TheShy,243571
8,9,张沫凡MOMO,215883
9,10,韦神_GODV,212294
10,11,JackeyLoveasdzz,180189
11,12,花少北,171122
