,rank,name,vote
0,1,剑网3制作人郭炜炜,912392
1,2,UziQAQ,524775
2,3,李佳琦Austin,396187
3,4,一条小团团OvO,239835
4,5,薇娅viyaaa,223910
5,6,李子柒,201040
6,7,old先,193998
7,8,iG_TheShy,176118
8,9,韦神_GODV,138043
9,10,JackeyLoveasdzz,126175
10,11,朱婷,81735
11,12,王冰冰,75903
