,rank,name,vote
0,1,剑网3制作人郭炜炜,6952901
1,2,UziQAQ,2623219
2,3,薇娅viyaaa,2511198
3,4,李佳琦Austin,2483379
4,5,李子柒,2075811
5,6,一条小团团OvO,1883994
6,7,花少北,1524033
7,8,韦神_GODV,1518759
8,9,iG_TheShy,1475308
9,10,烈儿宝贝,1461291
10,11,old先,1425142
11,12,雪梨Cherie,1253370
