,rank,name,vote
0,1,剑网3制作人郭炜炜,8434899
1,2,李佳琦Austin,3429494
2,3,薇娅viyaaa,3324765
3,4,李子柒,3053545
4,5,UziQAQ,3002644
5,6,一条小团团OvO,2591497
6,7,花少北,2569424
7,8,old先,2432945
8,9,韦神_GODV,2417298
9,10,iG_TheShy,2379676
10,11,国民老岳父公,2146462
11,12,雪梨Cherie,1830504
