,rank,name,vote
0,1,剑网3制作人郭炜炜,7202453
1,2,UziQAQ,2664253
2,3,李佳琦Austin,2649292
3,4,薇娅viyaaa,2592087
4,5,李子柒,2324491
5,6,一条小团团OvO,2031633
6,7,花少北,1708559
7,8,韦神_GODV,1683331
8,9,iG_TheShy,1639391
9,10,old先,1601331
10,11,烈儿宝贝,1462395
11,12,雪梨Cherie,1390959
