,rank,name,vote
0,1,剑网3制作人郭炜炜,9087694
1,2,薇娅viyaaa,4017327
2,3,李佳琦Austin,4009375
3,4,李子柒,3551609
4,5,UziQAQ,3104403
5,6,一条小团团OvO,3046879
6,7,花少北,3022792
7,8,old先,2970670
8,9,韦神_GODV,2875321
9,10,iG_TheShy,2851148
10,11,国民老岳父公,2659244
11,12,雪梨Cherie,2152002
