,rank,name,vote
0,1,剑网3制作人郭炜炜,1889118
1,2,UziQAQ,849829
2,3,李佳琦Austin,542697
3,4,薇娅viyaaa,399585
4,5,一条小团团OvO,382772
5,6,old先,372958
6,7,李子柒,270649
7,8,iG_TheShy,245945
8,9,张沫凡MOMO,216011
9,10,韦神_GODV,215395
10,11,JackeyLoveasdzz,181608
11,12,花少北,175953
