,rank,name,vote
0,1,剑网3制作人郭炜炜,1015272
1,2,UziQAQ,577343
2,3,李佳琦Austin,418283
3,4,一条小团团OvO,260817
4,5,薇娅viyaaa,242681
5,6,old先,232915
6,7,李子柒,212124
7,8,iG_TheShy,186317
8,9,韦神_GODV,149838
9,10,JackeyLoveasdzz,134640
10,11,朱婷,90770
11,12,花少北,81858
