,rank,name,vote
0,1,剑网3制作人郭炜炜,1900576
1,2,UziQAQ,853357
2,3,李佳琦Austin,543852
3,4,薇娅viyaaa,400518
4,5,一条小团团OvO,384314
5,6,old先,373918
6,7,李子柒,271155
7,8,iG_TheShy,246593
8,9,韦神_GODV,216630
9,10,张沫凡MOMO,216070
10,11,JackeyLoveasdzz,181927
11,12,花少北,176692
