,rank,name,vote
0,1,剑网3制作人郭炜炜,9504698
1,2,薇娅viyaaa,4399722
2,3,李佳琦Austin,4397617
3,4,李子柒,3891956
4,5,一条小团团OvO,3373832
5,6,花少北,3361480
6,7,UziQAQ,3285737
7,8,old先,3270990
8,9,韦神_GODV,3122481
9,10,iG_TheShy,3103948
10,11,国民老岳父公,2931147
11,12,雪梨Cherie,2358365
