,rank,name,vote
0,1,剑网3制作人郭炜炜,7572760
1,2,李佳琦Austin,2865922
2,3,薇娅viyaaa,2836685
3,4,UziQAQ,2834650
4,5,李子柒,2545242
5,6,一条小团团OvO,2197005
6,7,花少北,1966292
7,8,韦神_GODV,1925217
8,9,iG_TheShy,1877796
9,10,old先,1861755
10,11,国民老岳父公,1619604
11,12,雪梨Cherie,1525869
