,rank,name,vote
0,1,剑网3制作人郭炜炜,1999255
1,2,UziQAQ,877615
2,3,李佳琦Austin,562137
3,4,薇娅viyaaa,413379
4,5,一条小团团OvO,400203
5,6,old先,386970
6,7,李子柒,279200
7,8,iG_TheShy,252379
8,9,韦神_GODV,226917
9,10,张沫凡MOMO,217419
10,11,JackeyLoveasdzz,187528
11,12,花少北,184781
