,rank,name,vote
0,1,剑网3制作人郭炜炜,6688980
1,2,UziQAQ,2565477
2,3,李佳琦Austin,2392327
3,4,薇娅viyaaa,2377464
4,5,李子柒,1953661
5,6,一条小团团OvO,1828201
6,7,韦神_GODV,1424159
7,8,花少北,1423606
8,9,烈儿宝贝,1418540
9,10,iG_TheShy,1386195
10,11,old先,1324450
11,12,国民老岳父公,1130791
