,rank,name,vote
0,1,剑网3制作人郭炜炜,7197020
1,2,UziQAQ,2663074
2,3,李佳琦Austin,2646546
3,4,薇娅viyaaa,2591009
4,5,李子柒,2323492
5,6,一条小团团OvO,2030124
6,7,花少北,1707293
7,8,韦神_GODV,1682599
8,9,iG_TheShy,1638883
9,10,old先,1600331
10,11,烈儿宝贝,1462344
11,12,雪梨Cherie,1390904
