,rank,name,vote
0,1,剑网3制作人郭炜炜,6479999
1,2,UziQAQ,2535561
2,3,李佳琦Austin,2243784
3,4,薇娅viyaaa,2205193
4,5,李子柒,1826835
5,6,一条小团团OvO,1697082
6,7,烈儿宝贝,1417431
7,8,韦神_GODV,1308998
8,9,花少北,1293378
9,10,iG_TheShy,1270713
10,11,old先,1202475
11,12,雪梨Cherie,1070756
