,rank,name,vote
0,1,剑网3制作人郭炜炜,5569569
1,2,UziQAQ,2236010
2,3,薇娅viyaaa,1652144
3,4,李佳琦Austin,1541537
4,5,一条小团团OvO,1413880
5,6,烈儿宝贝,1358276
6,7,李子柒,1104213
7,8,韦神_GODV,1103614
8,9,iG_TheShy,1082666
9,10,雪梨Cherie,1058700
10,11,花少北,1053184
11,12,old先,969407
