,rank,name,vote
0,1,剑网3制作人郭炜炜,9662769
1,2,李佳琦Austin,4542076
2,3,薇娅viyaaa,4527608
3,4,李子柒,4011548
4,5,花少北,3501755
5,6,一条小团团OvO,3498756
6,7,UziQAQ,3385062
7,8,old先,3380822
8,9,韦神_GODV,3210847
9,10,iG_TheShy,3191134
10,11,国民老岳父公,3036630
11,12,雪梨Cherie,2491479
