,rank,name,vote
0,1,剑网3制作人郭炜炜,10821395
1,2,薇娅viyaaa,6046596
2,3,李佳琦Austin,5749320
3,4,李子柒,5156260
4,5,UziQAQ,4604626
5,6,花少北,4528711
6,7,一条小团团OvO,4249149
7,8,old先,4123716
8,9,iG_TheShy,3901606
9,10,韦神_GODV,3876899
10,11,国民老岳父公,3781834
11,12,雪梨Cherie,3143588
