,rank,name,vote
0,1,剑网3制作人郭炜炜,9973648
1,2,薇娅viyaaa,4917121
2,3,李佳琦Austin,4861440
3,4,李子柒,4255774
4,5,花少北,3772938
5,6,一条小团团OvO,3713448
6,7,old先,3590865
7,8,UziQAQ,3551469
8,9,韦神_GODV,3421622
9,10,iG_TheShy,3410868
10,11,国民老岳父公,3270186
11,12,雪梨Cherie,2648896
