,rank,name,vote
0,1,剑网3制作人郭炜炜,1755078
1,2,UziQAQ,801861
2,3,李佳琦Austin,515534
3,4,薇娅viyaaa,377845
4,5,一条小团团OvO,358271
5,6,old先,344018
6,7,李子柒,257779
7,8,iG_TheShy,234988
8,9,韦神_GODV,204422
9,10,JackeyLoveasdzz,172026
10,11,花少北,158406
11,12,张沫凡MOMO,150526
