,rank,name,vote
0,1,剑网3制作人郭炜炜,6206864
1,2,UziQAQ,2474362
2,3,李佳琦Austin,2148302
3,4,薇娅viyaaa,2027558
4,5,李子柒,1724222
5,6,一条小团团OvO,1636872
6,7,烈儿宝贝,1364488
7,8,韦神_GODV,1276512
8,9,花少北,1246496
9,10,iG_TheShy,1242798
10,11,old先,1158131
11,12,雪梨Cherie,1067883
