,rank,name,vote
0,1,剑网3制作人郭炜炜,10341347
1,2,薇娅viyaaa,5547476
2,3,李佳琦Austin,5253449
3,4,李子柒,4625959
4,5,UziQAQ,4062322
5,6,花少北,4060619
6,7,一条小团团OvO,3938913
7,8,old先,3828755
8,9,iG_TheShy,3644399
9,10,韦神_GODV,3640341
10,11,国民老岳父公,3507699
11,12,雪梨Cherie,2919819
