,rank,name,vote
0,1,剑网3制作人郭炜炜,10604204
1,2,薇娅viyaaa,5771545
2,3,李佳琦Austin,5524550
3,4,李子柒,4854797
4,5,UziQAQ,4350056
5,6,花少北,4322935
6,7,一条小团团OvO,4107529
7,8,old先,3985299
8,9,iG_TheShy,3778375
9,10,韦神_GODV,3762221
10,11,国民老岳父公,3656414
11,12,雪梨Cherie,2987687
