,rank,name,vote
0,1,剑网3制作人郭炜炜,5741052
1,2,UziQAQ,2277544
2,3,薇娅viyaaa,1723320
3,4,李佳琦Austin,1676041
4,5,一条小团团OvO,1454308
5,6,烈儿宝贝,1360170
6,7,李子柒,1241353
7,8,韦神_GODV,1128015
8,9,iG_TheShy,1099930
9,10,花少北,1081821
10,11,雪梨Cherie,1061977
11,12,old先,997793
