,rank,name,vote
0,1,剑网3制作人郭炜炜,8055939
1,2,李佳琦Austin,3168768
2,3,薇娅viyaaa,3041827
3,4,UziQAQ,2932659
4,5,李子柒,2757167
5,6,一条小团团OvO,2408371
6,7,花少北,2274788
7,8,韦神_GODV,2175312
8,9,old先,2149246
9,10,iG_TheShy,2129728
10,11,国民老岳父公,1872411
11,12,雪梨Cherie,1720491
