,rank,name,vote
0,1,剑网3制作人郭炜炜,2936479
1,2,UziQAQ,1197413
2,3,李佳琦Austin,718365
3,4,薇娅viyaaa,676516
4,5,一条小团团OvO,536058
5,6,old先,497878
6,7,李子柒,346292
7,8,iG_TheShy,338670
8,9,韦神_GODV,309295
9,10,雪梨Cherie,291338
10,11,烈儿宝贝,276407
11,12,花少北,268394
