,rank,name,vote
0,1,剑网3制作人郭炜炜,4172787
1,2,UziQAQ,1643678
2,3,薇娅viyaaa,1193400
3,4,李佳琦Austin,1136314
4,5,一条小团团OvO,903922
5,6,李子柒,727674
6,7,韦神_GODV,643110
7,8,iG_TheShy,633613
8,9,old先,618587
9,10,烈儿宝贝,586419
10,11,花少北,585013
11,12,JackeyLoveasdzz,537931
