,rank,name,vote
0,1,剑网3制作人郭炜炜,3868743
1,2,UziQAQ,1587372
2,3,薇娅viyaaa,1107315
3,4,李佳琦Austin,1083543
4,5,一条小团团OvO,858115
5,6,李子柒,706938
6,7,韦神_GODV,611555
7,8,iG_TheShy,607886
8,9,old先,589091
9,10,花少北,557356
10,11,JackeyLoveasdzz,515602
11,12,烈儿宝贝,472677
