,rank,name,vote
0,1,剑网3制作人郭炜炜,1564633
1,2,UziQAQ,743786
2,3,一条小团团OvO,330237
3,4,iG_TheShy,222685
4,5,韦神_GODV,189263
5,6,JackeyLoveasdzz,161172
6,7,花少北,104618
7,8,指法芬芳张大仙z,67856
8,9,NV-Paraboy,51234
9,10,厌世小孤影,50150
10,11,WB_TS暖阳,42677
11,12,dsm大司马解说,40733
