,rank,name,vote
0,1,剑网3制作人郭炜炜,2138125
1,2,UziQAQ,911809
2,3,一条小团团OvO,420027
3,4,iG_TheShy,261699
4,5,韦神_GODV,239292
5,6,JackeyLoveasdzz,197527
6,7,花少北,196809
7,8,指法芬芳张大仙z,89491
8,9,NV-Paraboy,71642
9,10,厌世小孤影,66884
10,11,某幻今天拖更了没,58411
11,12,WB_TS暖阳,56277
