,rank,name,vote
0,1,剑网3制作人郭炜炜,8586441
1,2,UziQAQ,3032495
2,3,一条小团团OvO,2698394
3,4,花少北,2673646
4,5,韦神_GODV,2495653
5,6,iG_TheShy,2460905
6,7,JackeyLoveasdzz,1665658
7,8,NV-Paraboy,1457862
8,9,厌世小孤影,541192
9,10,指法芬芳张大仙z,512228
10,11,WB_TS暖阳,465330
11,12,某幻今天拖更了没,448146
