,rank,name,vote
0,1,剑网3制作人郭炜炜,10609060
1,2,UziQAQ,4355916
2,3,花少北,4329770
3,4,一条小团团OvO,4109404
4,5,iG_TheShy,3779346
5,6,韦神_GODV,3762712
6,7,JackeyLoveasdzz,2372511
7,8,NV-Paraboy,2155144
8,9,厌世小孤影,874092
9,10,指法芬芳张大仙z,757447
10,11,WB_TS暖阳,670096
11,12,某幻今天拖更了没,668075
