,rank,name,vote
0,1,剑网3制作人郭炜炜,2509873
1,2,UziQAQ,1084769
2,3,一条小团团OvO,484340
3,4,iG_TheShy,296505
4,5,韦神_GODV,269767
5,6,花少北,237079
6,7,JackeyLoveasdzz,223812
7,8,指法芬芳张大仙z,100248
8,9,NV-Paraboy,87072
9,10,厌世小孤影,77299
10,11,某幻今天拖更了没,68706
11,12,WB_TS暖阳,66384
