,rank,name,vote
0,1,剑网3制作人郭炜炜,8110202
1,2,UziQAQ,2945908
2,3,一条小团团OvO,2427394
3,4,花少北,2290796
4,5,韦神_GODV,2182904
5,6,iG_TheShy,2137611
6,7,JackeyLoveasdzz,1465909
7,8,NV-Paraboy,1311074
8,9,厌世小孤影,470857
9,10,指法芬芳张大仙z,443865
10,11,WB_TS暖阳,405211
11,12,某幻今天拖更了没,384247
