,rank,name,vote
0,1,剑网3制作人郭炜炜,9142392
1,2,UziQAQ,3118080
2,3,一条小团团OvO,3072330
3,4,花少北,3049164
4,5,韦神_GODV,2887093
5,6,iG_TheShy,2864166
6,7,JackeyLoveasdzz,1845615
7,8,NV-Paraboy,1639933
8,9,厌世小孤影,606868
9,10,指法芬芳张大仙z,575021
10,11,WB_TS暖阳,519636
11,12,某幻今天拖更了没,506463
