,rank,name,vote
0,1,剑网3制作人郭炜炜,2249730
1,2,UziQAQ,973776
2,3,一条小团团OvO,438159
3,4,iG_TheShy,272402
4,5,韦神_GODV,248582
5,6,花少北,207001
6,7,JackeyLoveasdzz,203992
7,8,指法芬芳张大仙z,92636
8,9,NV-Paraboy,75528
9,10,厌世小孤影,69216
10,11,某幻今天拖更了没,61030
11,12,WB_TS暖阳,60301
