,rank,name,vote
0,1,剑网3制作人郭炜炜,3626065
1,2,UziQAQ,1449284
2,3,一条小团团OvO,729906
3,4,iG_TheShy,493993
4,5,韦神_GODV,486059
5,6,花少北,432886
6,7,JackeyLoveasdzz,402546
7,8,NV-Paraboy,235593
8,9,指法芬芳张大仙z,126692
9,10,厌世小孤影,111373
10,11,WB_TS暖阳,94405
11,12,某幻今天拖更了没,92193
