,rank,name,vote
0,1,剑网3制作人郭炜炜,3868738
1,2,UziQAQ,1587372
2,3,一条小团团OvO,858115
3,4,韦神_GODV,611555
4,5,iG_TheShy,607886
5,6,花少北,557356
6,7,JackeyLoveasdzz,515602
7,8,NV-Paraboy,344720
8,9,指法芬芳张大仙z,131286
9,10,厌世小孤影,117281
10,11,WB_TS暖阳,98918
11,12,某幻今天拖更了没,97632
