,rank,name,vote
0,1,剑网3制作人郭炜炜,5762318
1,2,UziQAQ,2283595
2,3,一条小团团OvO,1458187
3,4,韦神_GODV,1130558
4,5,iG_TheShy,1102299
5,6,花少北,1084382
6,7,JackeyLoveasdzz,978927
7,8,NV-Paraboy,753056
8,9,厌世小孤影,238292
9,10,指法芬芳张大仙z,235320
10,11,WB_TS暖阳,201979
11,12,某幻今天拖更了没,182001
