,rank,name,vote
0,1,剑网3制作人郭炜炜,7558892
1,2,UziQAQ,2829685
2,3,一条小团团OvO,2192290
3,4,花少北,1960200
4,5,韦神_GODV,1921962
5,6,iG_TheShy,1874121
6,7,JackeyLoveasdzz,1317471
7,8,NV-Paraboy,1220087
8,9,厌世小孤影,411860
9,10,指法芬芳张大仙z,392120
10,11,WB_TS暖阳,360509
11,12,某幻今天拖更了没,335367
