,rank,name,vote
0,1,剑网3制作人郭炜炜,7355756
1,2,UziQAQ,2697616
2,3,一条小团团OvO,2065018
3,4,花少北,1764051
4,5,韦神_GODV,1728149
5,6,iG_TheShy,1684162
6,7,JackeyLoveasdzz,1230094
7,8,NV-Paraboy,1173198
8,9,厌世小孤影,384832
9,10,指法芬芳张大仙z,364787
10,11,WB_TS暖阳,332041
11,12,某幻今天拖更了没,309213
