,rank,name,vote
0,1,剑网3制作人郭炜炜,6192887
1,2,UziQAQ,2470373
2,3,一条小团团OvO,1633311
3,4,韦神_GODV,1274649
4,5,花少北,1244450
5,6,iG_TheShy,1241547
6,7,JackeyLoveasdzz,1009188
7,8,NV-Paraboy,859134
8,9,厌世小孤影,272244
9,10,指法芬芳张大仙z,262894
10,11,WB_TS暖阳,233099
11,12,某幻今天拖更了没,212486
