,rank,name,vote
0,1,剑网3制作人郭炜炜,2378229
1,2,UziQAQ,1037625
2,3,一条小团团OvO,458534
3,4,iG_TheShy,284940
4,5,韦神_GODV,257863
5,6,花少北,217920
6,7,JackeyLoveasdzz,213094
7,8,指法芬芳张大仙z,96200
8,9,NV-Paraboy,79298
9,10,厌世小孤影,72220
10,11,某幻今天拖更了没,64069
11,12,WB_TS暖阳,63265
