,rank,name,vote
0,1,剑网3制作人郭炜炜,1087834
1,2,UziQAQ,604790
2,3,一条小团团OvO,269949
3,4,iG_TheShy,190455
4,5,韦神_GODV,155901
5,6,JackeyLoveasdzz,138067
6,7,花少北,84494
7,8,指法芬芳张大仙z,56196
8,9,NV-Paraboy,39572
9,10,厌世小孤影,38579
10,11,dsm大司马解说,35319
11,12,WB_TS暖阳,32665
