,rank,name,vote
0,1,剑网3制作人郭炜炜,2515299
1,2,UziQAQ,1087025
2,3,一条小团团OvO,485222
3,4,iG_TheShy,296855
4,5,韦神_GODV,270227
5,6,花少北,237446
6,7,JackeyLoveasdzz,224132
7,8,指法芬芳张大仙z,100334
8,9,NV-Paraboy,87242
9,10,厌世小孤影,77440
10,11,某幻今天拖更了没,68792
11,12,WB_TS暖阳,66470
