,rank,name,vote
0,1,剑网3制作人郭炜炜,10528162
1,2,UziQAQ,4310101
2,3,花少北,4258329
3,4,一条小团团OvO,4077087
4,5,iG_TheShy,3762671
5,6,韦神_GODV,3752286
6,7,JackeyLoveasdzz,2351705
7,8,NV-Paraboy,2136682
8,9,厌世小孤影,863812
9,10,指法芬芳张大仙z,749667
10,11,WB_TS暖阳,664228
11,12,某幻今天拖更了没,662101
