,rank,name,vote
0,1,剑网3制作人郭炜炜,10529938
1,2,UziQAQ,4310680
2,3,花少北,4260025
3,4,一条小团团OvO,4078321
4,5,iG_TheShy,3762966
5,6,韦神_GODV,3752595
6,7,JackeyLoveasdzz,2351837
7,8,NV-Paraboy,2136752
8,9,厌世小孤影,863847
9,10,指法芬芳张大仙z,749823
10,11,WB_TS暖阳,664364
11,12,某幻今天拖更了没,662232
