,rank,name,vote
0,1,剑网3制作人郭炜炜,10306962
1,2,花少北,4034887
2,3,UziQAQ,3984212
3,4,一条小团团OvO,3922606
4,5,iG_TheShy,3634003
5,6,韦神_GODV,3633777
6,7,JackeyLoveasdzz,2273575
7,8,NV-Paraboy,2064730
8,9,厌世小孤影,826798
9,10,指法芬芳张大仙z,725641
10,11,WB_TS暖阳,642942
11,12,某幻今天拖更了没,639554
